id,member_id,loan_amnt,term,grade,sub_grade,numeric_grade,purpose,addr_state,earliest_cr_line_with_correct_year,issue_date_with wrong year,date,term_int
68019855,72878606,10550, 36 months,C,C3,42,vacation,AZ,4/1/2011,2/15/2019,2/15/2011,36
68019872,72878624,7200, 36 months,C,C3,42,vacation,NY,4/1/2011,1/15/2019,1/15/2011,36
68019920,72878673,15000, 36 months,A,A5,60,wedding,NC,4/1/2011,4/11/2019,4/11/2011,36
68019942,72878695,6550, 36 months,C,C3,42,debt_consolidation,MI,5/1/2011,8/12/2019,8/12/2011,36
68019945,72878698,24000, 36 months,D,D4,31,debt_consolidation,FL,5/1/2011,11/14/2019,11/14/2011,36
68019946,72878699,3600, 36 months,B,B2,53,debt_consolidation,FL,5/1/2011,11/14/2019,11/14/2011,36
68020006,72878760,15750, 60 months,C,C5,40,debt_consolidation,OH,5/1/2011,10/14/2019,10/14/2011,60
68020012,72878766,21600, 60 months,B,B2,53,debt_consolidation,SC,5/1/2011,10/14/2019,10/14/2011,60
68020018,72878773,35000, 60 months,D,D5,30,debt_consolidation,IL,5/1/2011,9/14/2019,9/14/2011,60
68020065,72878820,14000, 36 months,B,B4,51,debt_consolidation,PA,5/1/2011,8/14/2019,8/14/2011,36
68028161,72886874,6000, 36 months,F,F3,12,debt_consolidation,PA,5/1/2011,8/14/2019,8/14/2011,36
68028166,72886879,27300, 36 months,C,C2,43,debt_consolidation,CT,5/1/2011,8/14/2019,8/14/2011,36
68028174,72886887,8000, 36 months,D,D1,34,debt_consolidation,NY,5/1/2011,8/14/2019,8/14/2011,36
68028244,72886957,35000, 36 months,E,E3,22,debt_consolidation,NC,5/1/2011,8/14/2019,8/14/2011,36
68028251,72886964,27200, 60 months,F,F5,10,debt_consolidation,NY,5/1/2011,8/14/2019,8/14/2011,60
68028256,72886969,16200, 36 months,A,A2,63,debt_consolidation,SC,5/1/2011,8/14/2019,8/14/2011,36
68028259,72886972,35000, 36 months,B,B3,52,debt_consolidation,RI,5/1/2011,8/14/2019,8/14/2011,36
68028272,72886985,25000, 36 months,A,A1,64,debt_consolidation,TX,5/1/2011,8/14/2019,8/14/2011,36
68028297,72887013,15000, 36 months,B,B3,52,debt_consolidation,NY,5/1/2011,8/14/2019,8/14/2011,36
68028343,72887059,32500, 60 months,C,C1,44,debt_consolidation,NY,5/1/2011,8/14/2019,8/14/2011,60
68028351,72887067,25200, 60 months,A,A3,62,debt_consolidation,WI,5/1/2011,8/14/2019,8/14/2011,60
68028364,72887080,10800, 60 months,E,E3,22,debt_consolidation,MS,5/1/2011,7/14/2019,7/14/2011,60
68028370,72887086,3000, 36 months,E,E4,21,debt_consolidation,VA,5/1/2011,8/14/2019,8/14/2011,36
68028374,72887090,16000, 36 months,D,D2,33,debt_consolidation,TX,5/1/2011,7/14/2019,7/14/2011,36
68028382,72887098,20000, 36 months,C,C5,40,debt_consolidation,WA,5/1/2011,7/14/2019,7/14/2011,36
68028393,72887109,35000, 60 months,D,D5,30,debt_consolidation,GA,5/1/2011,7/14/2019,7/14/2011,60
68028397,72887113,12000, 36 months,B,B2,53,debt_consolidation,NY,5/1/2011,7/14/2019,7/14/2011,36
68028411,72887127,12000, 60 months,B,B3,52,debt_consolidation,AZ,5/1/2011,7/14/2019,7/14/2011,60
68028450,72887166,9000, 36 months,C,C3,42,debt_consolidation,TX,5/1/2011,7/14/2019,7/14/2011,36
68028454,72887170,15550, 36 months,D,D2,33,debt_consolidation,FL,5/1/2011,7/14/2019,7/14/2011,36
68028466,72887182,6200, 36 months,B,B2,53,debt_consolidation,NJ,5/1/2011,7/14/2019,7/14/2011,36
68028474,72887190,10400, 60 months,B,B1,54,debt_consolidation,OH,5/1/2011,7/14/2019,7/14/2011,60
68028486,72887203,20000, 60 months,A,A4,61,debt_consolidation,IL,5/1/2011,7/14/2019,7/14/2011,60
68028487,72887204,3000, 36 months,E,E1,24,debt_consolidation,VT,5/1/2011,7/14/2019,7/14/2011,36
68028514,72887239,4000, 36 months,B,B5,50,debt_consolidation,GA,5/1/2011,7/14/2019,7/14/2011,36
68028536,72887262,10075, 36 months,B,B1,54,debt_consolidation,NC,5/1/2011,7/14/2019,7/14/2011,36
68028566,72887293,8800, 36 months,C,C5,40,debt_consolidation,MO,5/1/2011,7/14/2019,7/14/2011,36
68028570,72887297,15000, 36 months,C,C5,40,debt_consolidation,IL,5/1/2011,7/14/2019,7/14/2011,36
68028572,72887299,35000, 60 months,C,C4,41,debt_consolidation,IN,5/1/2011,7/14/2019,7/14/2011,60
68028573,72887300,2200, 36 months,C,C2,43,debt_consolidation,DC,5/1/2011,7/14/2019,7/14/2011,36
68028575,72887302,10000, 60 months,D,D4,31,debt_consolidation,TX,5/1/2011,7/14/2019,7/14/2011,60
68028588,72887315,10800, 60 months,C,C5,40,debt_consolidation,NC,5/1/2011,7/14/2019,7/14/2011,60
68028596,72887324,12000, 60 months,C,C1,44,debt_consolidation,NY,5/1/2011,6/14/2019,6/14/2011,60
68028603,72887331,26600, 60 months,C,C3,42,debt_consolidation,AL,5/1/2011,6/14/2019,6/14/2011,60
68028633,72887361,7000, 36 months,A,A3,62,debt_consolidation,MA,5/1/2011,6/14/2019,6/14/2011,36
68028649,72887378,20000, 60 months,A,A4,61,debt_consolidation,MS,5/1/2011,6/14/2019,6/14/2011,60
68028667,72887397,9600, 36 months,C,C3,42,debt_consolidation,WV,5/1/2011,6/14/2019,6/14/2011,36
68028703,72887434,24000, 60 months,D,D3,32,debt_consolidation,NY,5/1/2011,6/14/2019,6/14/2011,60
68028705,72887436,14400, 36 months,B,B5,50,debt_consolidation,TX,5/1/2011,6/14/2019,6/14/2011,36
68028710,72887441,28000, 60 months,B,B4,51,debt_consolidation,FL,5/1/2011,6/14/2019,6/14/2011,60
68028735,72887468,10000, 60 months,C,C5,40,debt_consolidation,NY,5/1/2011,6/14/2019,6/14/2011,60
68028755,72887490,10000, 60 months,B,B4,51,debt_consolidation,OR,5/1/2011,6/14/2019,6/14/2011,60
68028786,72887523,16450, 36 months,B,B4,51,debt_consolidation,NY,5/1/2011,5/14/2019,5/14/2011,36
68028798,72887535,6500, 36 months,C,C5,40,debt_consolidation,CA,5/1/2011,5/14/2019,5/14/2011,36
68028801,72887538,12000, 60 months,C,C1,44,debt_consolidation,CA,5/1/2011,5/14/2019,5/14/2011,60
68028804,72887541,24000, 60 months,A,A1,64,debt_consolidation,NY,5/1/2011,5/14/2019,5/14/2011,60
68028821,72887558,7000, 36 months,D,D2,33,debt_consolidation,TX,5/1/2011,5/14/2019,5/14/2011,36
68028828,72887565,1400, 36 months,B,B4,51,debt_consolidation,WV,5/1/2011,5/14/2019,5/14/2011,36
68028845,72887582,29900, 36 months,E,E1,24,debt_consolidation,AR,5/1/2011,5/14/2019,5/14/2011,36
68028846,72887584,18000, 36 months,C,C2,43,debt_consolidation,AZ,5/1/2011,5/14/2019,5/14/2011,36
68028884,72887624,5500, 36 months,B,B5,50,debt_consolidation,CA,5/1/2011,5/14/2019,5/14/2011,36
68028889,72887630,10000, 60 months,D,D3,32,debt_consolidation,IL,5/1/2011,5/14/2019,5/14/2011,60
68028893,72887634,30000, 36 months,A,A3,62,debt_consolidation,AK,5/1/2011,5/14/2019,5/14/2011,36
68028894,72887635,10000, 60 months,C,C2,43,debt_consolidation,OH,5/1/2011,4/14/2019,4/14/2011,60
68028905,72887646,5000, 36 months,F,F3,12,debt_consolidation,SC,5/1/2011,4/14/2019,4/14/2011,36
68028919,72887660,35000, 36 months,C,C5,40,debt_consolidation,MN,5/1/2011,4/14/2019,4/14/2011,36
68028921,72887662,24000, 36 months,D,D2,33,debt_consolidation,TX,5/1/2011,4/14/2019,4/14/2011,36
68028924,72887665,6000, 36 months,C,C2,43,debt_consolidation,TX,5/1/2011,4/14/2019,4/14/2011,36
68028960,72887701,15000, 36 months,A,A3,62,debt_consolidation,OH,5/1/2011,4/14/2019,4/14/2011,36
68028980,72887722,12000, 60 months,A,A5,60,debt_consolidation,AL,5/1/2011,4/14/2019,4/14/2011,60
68029000,72887745,3250, 36 months,D,D5,30,debt_consolidation,MA,5/1/2011,4/14/2019,4/14/2011,36
68029004,72887749,35000, 36 months,B,B5,50,debt_consolidation,DC,5/1/2011,4/14/2019,4/14/2011,36
68029013,72887758,25000, 36 months,D,D4,31,debt_consolidation,AL,5/1/2011,4/14/2019,4/14/2011,36
68029028,72887774,3600, 36 months,C,C3,42,debt_consolidation,GA,5/1/2011,4/14/2019,4/14/2011,36
68029041,72887787,2150, 36 months,D,D2,33,debt_consolidation,CO,5/1/2011,4/14/2019,4/14/2011,36
68029085,72887831,3000, 36 months,C,C5,40,debt_consolidation,NY,5/1/2011,4/14/2019,4/14/2011,36
68029109,72887855,18000, 36 months,B,B2,53,debt_consolidation,PA,5/1/2011,4/14/2019,4/14/2011,36
68029121,72887868,6000, 36 months,B,B4,51,debt_consolidation,MA,5/1/2011,4/14/2019,4/14/2011,36
68029129,72887876,8075, 36 months,C,C1,44,debt_consolidation,NJ,5/1/2011,4/14/2019,4/14/2011,36
68029135,72887882,8400, 36 months,F,F3,12,debt_consolidation,MI,5/1/2011,3/14/2019,3/14/2011,36
68029163,72887910,22800, 36 months,B,B1,54,debt_consolidation,CA,5/1/2011,3/14/2019,3/14/2011,36
68029164,72887911,7050, 36 months,B,B4,51,debt_consolidation,NJ,5/1/2011,3/14/2019,3/14/2011,36
68029176,72887923,30000, 60 months,E,E1,24,debt_consolidation,VA,5/1/2011,3/14/2019,3/14/2011,60
68029192,72887939,28000, 36 months,B,B3,52,debt_consolidation,NV,5/1/2011,3/14/2019,3/14/2011,36
68029208,72887956,4800, 36 months,D,D3,32,debt_consolidation,AL,5/1/2011,3/14/2019,3/14/2011,36
68029211,72887959,20000, 36 months,C,C3,42,debt_consolidation,FL,5/1/2011,3/14/2019,3/14/2011,36
68029238,72887986,3000, 36 months,C,C4,41,debt_consolidation,SD,5/1/2011,4/14/2019,4/14/2011,36
68029243,72887991,8000, 36 months,B,B5,50,debt_consolidation,IL,5/1/2011,3/14/2019,3/14/2011,36
68029262,72888010,25000, 36 months,C,C5,40,debt_consolidation,NC,5/1/2011,2/14/2019,2/14/2011,36
68029293,72888041,24000, 36 months,D,D3,32,debt_consolidation,IL,5/1/2011,2/14/2019,2/14/2011,36
68029299,72888048,1450, 36 months,A,A3,62,debt_consolidation,OH,5/1/2011,2/14/2019,2/14/2011,36
68029300,72888049,16000, 60 months,C,C2,43,debt_consolidation,MA,5/1/2011,2/14/2019,2/14/2011,60
68029314,72888063,12000, 60 months,C,C2,43,debt_consolidation,FL,5/1/2011,2/14/2019,2/14/2011,60
68029349,72888098,6000, 36 months,D,D4,31,debt_consolidation,NC,5/1/2011,2/14/2019,2/14/2011,36
68029358,72888108,8000, 36 months,B,B2,53,debt_consolidation,MA,5/1/2011,1/14/2019,1/14/2011,36
68029383,72888133,10650, 60 months,F,F4,11,debt_consolidation,NV,5/1/2011,1/14/2019,1/14/2011,60
68029408,72888158,30000, 36 months,B,B1,54,debt_consolidation,TN,5/1/2011,1/14/2019,1/14/2011,36
68029421,72888171,3000, 36 months,C,C3,42,debt_consolidation,NJ,5/1/2011,1/14/2019,1/14/2011,36
68029424,72888174,14000, 36 months,C,C5,40,debt_consolidation,IL,5/1/2011,1/14/2019,1/14/2011,36
68029430,72888180,9600, 36 months,A,A3,62,debt_consolidation,AZ,5/1/2011,1/14/2019,1/14/2011,36
68029465,72888219,13000, 36 months,C,C1,44,debt_consolidation,CA,5/1/2011,1/14/2019,1/14/2011,36
68029474,72888228,28000, 60 months,C,C5,40,debt_consolidation,OK,5/1/2011,1/14/2019,1/14/2011,60
68029482,72888236,10000, 36 months,B,B3,52,debt_consolidation,GA,5/1/2011,12/15/2019,12/15/2011,36
68029514,72888268,12000, 36 months,B,B2,53,debt_consolidation,CA,5/1/2011,12/15/2019,12/15/2011,36
68029562,72888317,20000, 60 months,B,B2,53,debt_consolidation,FL,5/1/2011,12/15/2019,12/15/2011,60
68029579,72888335,35000, 36 months,F,F1,14,debt_consolidation,MI,5/1/2011,12/15/2019,12/15/2011,36
68029594,72888350,10000, 60 months,C,C1,44,debt_consolidation,GA,5/1/2011,12/15/2019,12/15/2011,60
68029630,72888387,20000, 60 months,B,B1,54,debt_consolidation,CA,5/1/2011,12/15/2019,12/15/2011,60
68029632,72888389,1600, 36 months,C,C1,44,debt_consolidation,OH,5/1/2011,12/15/2019,12/15/2011,36
68029635,72888392,6000, 36 months,B,B3,52,debt_consolidation,CA,5/1/2011,12/15/2019,12/15/2011,36
68029660,72888418,7000, 36 months,B,B1,54,debt_consolidation,UT,5/1/2011,12/15/2019,12/15/2011,36
68029694,72888452,9600, 36 months,C,C3,42,debt_consolidation,RI,5/1/2011,12/15/2019,12/15/2011,36
68029761,72888521,10950, 36 months,C,C2,43,debt_consolidation,NC,5/1/2011,12/15/2019,12/15/2011,36
68029796,72888556,5000, 36 months,D,D3,32,debt_consolidation,NY,5/1/2011,12/15/2019,12/15/2011,36
68029806,72888566,32200, 60 months,B,B3,52,debt_consolidation,OH,5/1/2011,12/15/2019,12/15/2011,60
68029829,72888589,12000, 36 months,B,B4,51,debt_consolidation,WA,5/1/2011,12/15/2019,12/15/2011,36
68029833,72888593,6000, 36 months,A,A5,60,debt_consolidation,SC,5/1/2011,12/15/2019,12/15/2011,36
68029857,72888617,35000, 60 months,E,E3,22,debt_consolidation,NY,5/1/2011,12/15/2019,12/15/2011,60
68029869,72888630,16450, 36 months,B,B5,50,debt_consolidation,IL,5/1/2011,12/15/2019,12/15/2011,36
68029886,72888647,20000, 36 months,E,E3,22,debt_consolidation,MO,5/1/2011,12/15/2019,12/15/2011,36
68029931,72888693,12000, 36 months,F,F3,12,debt_consolidation,TN,5/1/2011,12/15/2019,12/15/2011,36
68029938,72888700,27000, 60 months,C,C3,42,debt_consolidation,CA,5/1/2011,12/15/2019,12/15/2011,60
68029950,72888712,5500, 36 months,E,E3,22,debt_consolidation,TX,5/1/2011,12/15/2019,12/15/2011,36
68029973,72888735,3600, 36 months,C,C5,40,debt_consolidation,RI,5/1/2011,12/15/2019,12/15/2011,36
68030000,72888762,15000, 36 months,C,C1,44,debt_consolidation,MA,5/1/2011,12/15/2019,12/15/2011,36
68030013,72888775,35000, 36 months,B,B2,53,debt_consolidation,VA,5/1/2011,12/15/2019,12/15/2011,36
68030015,72888777,1000, 36 months,B,B5,50,debt_consolidation,NY,5/1/2011,12/15/2019,12/15/2011,36
68030058,72888821,9500, 36 months,A,A5,60,debt_consolidation,CA,5/1/2011,12/15/2019,12/15/2011,36
68030072,72888835,12000, 36 months,C,C4,41,debt_consolidation,CO,5/1/2011,12/15/2019,12/15/2011,36
68030075,72888838,8350, 36 months,D,D4,31,debt_consolidation,VA,5/1/2011,12/15/2019,12/15/2011,36
68030088,72888851,7875, 36 months,B,B5,50,debt_consolidation,TN,5/1/2011,11/15/2019,11/15/2011,36
68030142,72888907,35000, 60 months,C,C4,41,debt_consolidation,MI,5/1/2011,11/15/2019,11/15/2011,60
68052118,72916830,5000, 36 months,B,B2,53,debt_consolidation,CA,5/1/2011,11/15/2019,11/15/2011,36
68052136,72916848,5000, 36 months,A,A1,64,debt_consolidation,TX,5/1/2011,11/15/2019,11/15/2011,36
68052150,72916862,5325, 36 months,C,C1,44,debt_consolidation,NC,5/1/2011,11/15/2019,11/15/2011,36
68052151,72916863,11725, 60 months,C,C4,41,debt_consolidation,IN,5/1/2011,11/15/2019,11/15/2011,60
68052161,72916873,35000, 60 months,A,A2,63,debt_consolidation,MA,5/1/2011,11/15/2019,11/15/2011,60
68052163,72916875,29000, 60 months,C,C1,44,debt_consolidation,IL,5/1/2011,11/15/2019,11/15/2011,60
68052172,72916884,10000, 36 months,C,C3,42,debt_consolidation,DE,5/1/2011,11/15/2019,11/15/2011,36
68052176,72916888,23025, 36 months,D,D4,31,debt_consolidation,VA,5/1/2011,11/15/2019,11/15/2011,36
68052191,72916903,18000, 60 months,B,B3,52,debt_consolidation,TX,5/1/2011,11/15/2019,11/15/2011,60
68052192,72916904,20650, 36 months,C,C5,40,debt_consolidation,PA,5/1/2011,11/15/2019,11/15/2011,36
68052196,72916908,8000, 36 months,C,C4,41,debt_consolidation,AZ,5/1/2011,11/15/2019,11/15/2011,36
68052244,72916956,18000, 60 months,A,A1,64,debt_consolidation,NM,5/1/2011,11/15/2019,11/15/2011,60
68052249,72916961,20000, 60 months,E,E1,24,debt_consolidation,CA,5/1/2011,11/15/2019,11/15/2011,60
68052259,72916971,10000, 36 months,C,C3,42,debt_consolidation,MI,5/1/2011,11/15/2019,11/15/2011,36
68052282,72916994,3000, 36 months,E,E3,22,debt_consolidation,OK,5/1/2011,10/15/2019,10/15/2011,36
68052283,72916995,25000, 60 months,B,B3,52,debt_consolidation,OH,5/1/2011,11/15/2019,11/15/2011,60
68052284,72916996,10000, 36 months,B,B4,51,debt_consolidation,HI,5/1/2011,10/15/2019,10/15/2011,36
68052307,72917019,35000, 60 months,E,E2,23,debt_consolidation,NC,5/1/2011,10/15/2019,10/15/2011,60
68052310,72917022,25000, 36 months,B,B1,54,debt_consolidation,GA,5/1/2011,10/15/2019,10/15/2011,36
68052319,72917031,6000, 36 months,B,B1,54,debt_consolidation,CA,5/1/2011,10/15/2019,10/15/2011,36
68052323,72917035,8000, 36 months,C,C3,42,debt_consolidation,FL,5/1/2011,10/15/2019,10/15/2011,36
68052332,72917044,23000, 36 months,B,B5,50,debt_consolidation,KS,5/1/2011,10/15/2019,10/15/2011,36
68052343,72917055,11900, 60 months,C,C2,43,debt_consolidation,MI,5/1/2011,10/15/2019,10/15/2011,60
68052376,72917088,1500, 36 months,B,B3,52,debt_consolidation,CO,5/1/2011,10/15/2019,10/15/2011,36
68052396,72917108,35000, 60 months,C,C2,43,debt_consolidation,PA,5/1/2011,10/15/2019,10/15/2011,60
68052408,72917120,6000, 36 months,B,B4,51,debt_consolidation,VA,5/1/2011,10/15/2019,10/15/2011,36
68052415,72917127,25000, 60 months,D,D1,34,debt_consolidation,NY,5/1/2011,10/15/2019,10/15/2011,60
68052416,72917128,11675, 36 months,D,D1,34,debt_consolidation,OH,5/1/2011,10/15/2019,10/15/2011,36
68052422,72917134,35000, 36 months,B,B1,54,debt_consolidation,WV,5/1/2011,10/15/2019,10/15/2011,36
68052429,72917141,20400, 60 months,D,D2,33,debt_consolidation,NC,5/1/2011,10/15/2019,10/15/2011,60
68052440,72917152,35000, 36 months,A,A1,64,debt_consolidation,VA,5/1/2011,10/15/2019,10/15/2011,36
68052469,72917181,35000, 60 months,C,C3,42,debt_consolidation,MD,5/1/2011,9/15/2019,9/15/2011,60
68052477,72917189,10000, 36 months,B,B2,53,debt_consolidation,GA,5/1/2011,10/15/2019,10/15/2011,36
68052501,72917213,7275, 36 months,C,C4,41,debt_consolidation,TX,5/1/2011,9/15/2019,9/15/2011,36
68052517,72917229,10400, 60 months,B,B5,50,debt_consolidation,CA,5/1/2011,9/15/2019,9/15/2011,60
68052520,72917232,5000, 36 months,G,G4,1,debt_consolidation,CA,5/1/2011,9/15/2019,9/15/2011,36
68052523,72917235,8525, 36 months,B,B4,51,debt_consolidation,TX,5/1/2011,9/15/2019,9/15/2011,36
68052531,72917243,16025, 60 months,C,C4,41,debt_consolidation,MA,5/1/2011,9/15/2019,9/15/2011,60
68052532,72917244,21900, 36 months,A,A5,60,debt_consolidation,VT,5/1/2011,9/15/2019,9/15/2011,36
68052535,72917247,25000, 36 months,D,D2,33,debt_consolidation,TX,5/1/2011,9/15/2019,9/15/2011,36
68052546,72917258,21000, 36 months,C,C3,42,debt_consolidation,NJ,5/1/2011,9/15/2019,9/15/2011,36
68052555,72917267,10500, 36 months,C,C3,42,debt_consolidation,MA,5/1/2011,8/15/2019,8/15/2011,36
68052562,72917274,25000, 36 months,C,C1,44,debt_consolidation,NC,5/1/2011,9/15/2019,9/15/2011,36
68052572,72917284,10000, 36 months,E,E5,10,debt_consolidation,MN,5/1/2011,8/15/2019,8/15/2011,36
68052600,72917312,30000, 60 months,C,C2,43,debt_consolidation,TX,5/1/2011,8/15/2019,8/15/2011,60
68052608,72917320,32325, 60 months,C,C3,42,debt_consolidation,NY,5/1/2011,8/15/2019,8/15/2011,60
68052610,72917322,11200, 60 months,E,E3,22,debt_consolidation,NV,5/1/2011,8/15/2019,8/15/2011,60
68052719,72917431,25000, 60 months,A,A1,64,debt_consolidation,DC,5/1/2011,8/15/2019,8/15/2011,60
68052730,72917442,10000, 36 months,B,B5,50,debt_consolidation,CA,5/1/2011,8/15/2019,8/15/2011,36
68052768,72917480,18000, 36 months,C,C2,43,debt_consolidation,CT,5/1/2011,8/15/2019,8/15/2011,36
68052822,72917534,5000, 36 months,A,A5,60,debt_consolidation,CA,5/1/2011,8/15/2019,8/15/2011,36
68052879,72917591,35000, 36 months,B,B2,53,debt_consolidation,MN,5/1/2011,8/15/2019,8/15/2011,36
68052883,72917595,15000, 36 months,D,D5,30,debt_consolidation,MA,5/1/2011,8/15/2019,8/15/2011,36
68340127,72926857,19800, 60 months,A,A5,60,debt_consolidation,NY,5/1/2011,8/15/2019,8/15/2011,60
68340129,72926861,10000, 60 months,D,D4,31,debt_consolidation,NY,5/1/2011,8/15/2019,8/15/2011,60
68340245,72927033,35000, 36 months,C,C1,44,debt_consolidation,CA,5/1/2011,8/15/2019,8/15/2011,36
68340263,72927067,21000, 36 months,B,B3,52,debt_consolidation,IL,5/1/2011,7/15/2019,7/15/2011,36
68340301,72927130,22400, 60 months,D,D2,33,debt_consolidation,MI,5/1/2011,8/15/2019,8/15/2011,60
68340304,72927138,14000, 36 months,A,A4,61,debt_consolidation,IL,5/1/2011,8/15/2019,8/15/2011,36
68340311,72927151,3000, 36 months,C,C3,42,debt_consolidation,NY,5/1/2011,7/15/2019,7/15/2011,36
68340320,72927166,28000, 60 months,F,F4,11,debt_consolidation,MN,5/1/2011,7/15/2019,7/15/2011,60
68340323,72927169,10000, 36 months,C,C5,40,debt_consolidation,PA,5/1/2011,7/15/2019,7/15/2011,36
68340340,72927190,21000, 36 months,A,A4,61,debt_consolidation,NY,5/1/2011,7/15/2019,7/15/2011,36
68340347,72927200,12000, 60 months,C,C2,43,debt_consolidation,IL,5/1/2011,7/15/2019,7/15/2011,60
68340368,72927235,20000, 36 months,B,B5,50,debt_consolidation,NV,5/1/2011,7/15/2019,7/15/2011,36
68340396,72927282,17000, 60 months,G,G2,3,debt_consolidation,SC,5/1/2011,7/15/2019,7/15/2011,60
68340428,72927345,11400, 60 months,D,D3,32,debt_consolidation,TX,5/1/2011,7/15/2019,7/15/2011,60
68340446,72927379,14000, 60 months,B,B5,50,debt_consolidation,NY,5/1/2011,7/15/2019,7/15/2011,60
68340448,72927381,16000, 36 months,B,B4,51,debt_consolidation,IN,5/1/2011,7/15/2019,7/15/2011,36
68340464,72927405,3200, 36 months,E,E3,22,debt_consolidation,CA,5/1/2011,7/15/2019,7/15/2011,36
68340470,72927417,15300, 36 months,D,D1,34,debt_consolidation,FL,5/1/2011,7/15/2019,7/15/2011,36
68340478,72927427,24000, 60 months,D,D3,32,debt_consolidation,GA,5/1/2011,7/15/2019,7/15/2011,60
68340489,72927442,8000, 36 months,E,E3,22,debt_consolidation,WA,5/1/2011,7/15/2019,7/15/2011,36
68340491,72927445,20000, 60 months,D,D4,31,debt_consolidation,NC,5/1/2011,7/15/2019,7/15/2011,60
68340530,72927507,35000, 36 months,B,B4,51,debt_consolidation,SC,5/1/2011,7/15/2019,7/15/2011,36
68340540,72927522,30000, 60 months,C,C5,40,debt_consolidation,LA,5/1/2011,7/15/2019,7/15/2011,60
68340554,72927543,28000, 60 months,C,C2,43,debt_consolidation,PA,5/1/2011,7/15/2019,7/15/2011,60
68340587,72927594,12000, 36 months,D,D3,32,debt_consolidation,MN,5/1/2011,7/15/2019,7/15/2011,36
68340637,72927658,15000, 36 months,C,C2,43,debt_consolidation,IN,5/1/2011,7/15/2019,7/15/2011,36
68340647,72927673,10000, 36 months,D,D1,34,debt_consolidation,IN,5/1/2011,7/15/2019,7/15/2011,36
68340648,72927674,20000, 36 months,C,C4,41,debt_consolidation,TN,5/1/2011,7/15/2019,7/15/2011,36
68340650,72927676,6075, 36 months,D,D4,31,debt_consolidation,CA,5/1/2011,7/15/2019,7/15/2011,36
68341134,72927867,35000, 60 months,C,C3,42,debt_consolidation,WI,5/1/2011,7/15/2019,7/15/2011,60
68341140,72927876,2200, 36 months,E,E3,22,debt_consolidation,MO,5/1/2011,7/15/2019,7/15/2011,36
68341154,72927897,30000, 60 months,D,D5,30,debt_consolidation,GA,5/1/2011,6/15/2019,6/15/2011,60
68341167,72927923,6000, 36 months,B,B1,54,debt_consolidation,MI,5/1/2011,6/15/2019,6/15/2011,36
68341173,72927933,20000, 36 months,D,D1,34,debt_consolidation,NY,5/1/2011,7/15/2019,7/15/2011,36
68341209,72927994,30000, 60 months,D,D1,34,debt_consolidation,MO,5/1/2011,6/15/2019,6/15/2011,60
68341243,72928032,4500, 36 months,C,C4,41,debt_consolidation,NY,5/1/2011,6/15/2019,6/15/2011,36
68341257,72928054,27000, 60 months,F,F1,14,debt_consolidation,OR,5/1/2011,6/15/2019,6/15/2011,60
68341300,72928127,9000, 36 months,C,C5,40,debt_consolidation,NC,5/1/2011,6/15/2019,6/15/2011,36
68341307,72928134,26400, 60 months,D,D1,34,debt_consolidation,OK,5/1/2011,6/15/2019,6/15/2011,60
68341345,72928190,13000, 36 months,C,C5,40,debt_consolidation,NY,5/1/2011,6/15/2019,6/15/2011,36
68341358,72928209,21000, 36 months,A,A1,64,debt_consolidation,UT,5/1/2011,6/15/2019,6/15/2011,36
68341395,72928271,10200, 60 months,C,C1,44,debt_consolidation,NY,5/1/2011,5/15/2019,5/15/2011,60
68341406,72928291,21000, 36 months,D,D5,30,debt_consolidation,AZ,5/1/2011,6/15/2019,6/15/2011,36
68341430,72928330,13000, 36 months,E,E5,10,debt_consolidation,AL,5/1/2011,6/15/2019,6/15/2011,36
68341483,72928411,11000, 36 months,E,E4,21,debt_consolidation,PA,5/1/2011,6/15/2019,6/15/2011,36
68341514,72928462,12000, 36 months,D,D3,32,debt_consolidation,NJ,5/1/2011,6/15/2019,6/15/2011,36
68341515,72928464,8000, 36 months,C,C4,41,debt_consolidation,NY,5/1/2011,5/15/2019,5/15/2011,36
68341583,72928558,14400, 60 months,B,B3,52,debt_consolidation,AZ,5/1/2011,5/15/2019,5/15/2011,60
68341606,72928585,20000, 60 months,B,B3,52,debt_consolidation,FL,5/1/2011,5/15/2019,5/15/2011,60
68341663,72928657,20000, 60 months,C,C1,44,debt_consolidation,FL,5/1/2011,5/15/2019,5/15/2011,60
68341730,72928745,23000, 36 months,E,E4,21,debt_consolidation,TN,5/1/2011,5/15/2019,5/15/2011,36
68341763,72928789,20000, 60 months,C,C5,40,debt_consolidation,CO,5/1/2011,6/15/2019,6/15/2011,60
68339137,72928866,9000, 36 months,E,E2,23,debt_consolidation,UT,5/1/2011,5/15/2019,5/15/2011,36
68339149,72928889,4800, 36 months,A,A5,60,debt_consolidation,TX,5/1/2011,5/15/2019,5/15/2011,36
68339214,72928981,20000, 36 months,A,A4,61,debt_consolidation,GA,5/1/2011,5/15/2019,5/15/2011,36
68339226,72928996,16000, 60 months,E,E3,22,debt_consolidation,WA,5/1/2011,5/15/2019,5/15/2011,60
68339242,72929020,12900, 36 months,B,B2,53,debt_consolidation,NC,5/1/2011,5/15/2019,5/15/2011,36
68339254,72929040,20000, 36 months,C,C1,44,debt_consolidation,HI,5/1/2011,5/15/2019,5/15/2011,36
68339266,72929058,24000, 60 months,B,B4,51,debt_consolidation,WA,5/1/2011,5/15/2019,5/15/2011,60
